arquivo,tipo,classe,nome,rank_cc,complexity,linha_ini,linha_fim
great_tables/_formats_vals.py,function,,val_fmt_time,A,1,1336,1407
great_tables/_formats_vals.py,function,,val_fmt_markdown,A,1,1411,1461
great_tables/_formats_vals.py,function,,val_fmt_image,A,1,1465,1527
great_tables/_cols_merge.py,function,,merge_pattern,A,1,234,270
great_tables/_utils_selenium.py,function,,no_op_callable,A,1,71,75
great_tables/_utils_selenium.py,function,,wrapper,A,1,72,73
great_tables/_utils_selenium.py,method,_BaseWebDriver,__init__,A,1,18,22
great_tables/_utils_selenium.py,method,_BaseWebDriver,add_arguments,A,1,24,24
great_tables/_utils_selenium.py,method,_BaseWebDriver,__enter__,A,1,26,27
great_tables/_utils_selenium.py,method,_BaseWebDriver,__exit__,A,1,29,35
great_tables/_utils_selenium.py,method,_EdgeWebDriver,add_arguments,A,1,67,68
great_tables/_substitution.py,function,,sub_missing,A,1,32,95
great_tables/_substitution.py,function,,sub_zero,A,1,98,155
great_tables/_substitution.py,method,SubSmallVals,_format_text,A,1,511,513
great_tables/_databackend.py,method,_AbstractBackendMeta,register_backend,A,1,25,27
great_tables/_styles.py,method,CellStyle,_to_html_style,A,1,92,93
great_tables/_styles.py,method,CellStyleCss,_to_html_style,A,1,169,170
great_tables/_styles.py,method,CellStyleText,__init__,A,1,277,326
great_tables/_styles.py,method,CellStyleText,_from_spec,A,1,330,336
great_tables/_styles.py,method,CellStyleText,_iter_specs,A,1,338,339
great_tables/_styles.py,method,CellStyleText,color,A,1,342,343
great_tables/_styles.py,method,CellStyleText,color,A,1,346,347
great_tables/_styles.py,method,CellStyleText,font,A,1,350,351
great_tables/_styles.py,method,CellStyleText,font,A,1,354,355
great_tables/_styles.py,method,CellStyleText,size,A,1,358,359
great_tables/_styles.py,method,CellStyleText,size,A,1,362,363
great_tables/_styles.py,method,CellStyleText,align,A,1,366,367
great_tables/_styles.py,method,CellStyleText,align,A,1,370,371
great_tables/_styles.py,method,CellStyleText,v_align,A,1,374,375
great_tables/_styles.py,method,CellStyleText,v_align,A,1,378,379
great_tables/_styles.py,method,CellStyleText,style,A,1,382,383
great_tables/_styles.py,method,CellStyleText,style,A,1,386,387
great_tables/_styles.py,method,CellStyleText,weight,A,1,390,391
great_tables/_styles.py,method,CellStyleText,weight,A,1,394,395
great_tables/_styles.py,method,CellStyleText,stretch,A,1,398,399
great_tables/_styles.py,method,CellStyleText,stretch,A,1,402,403
great_tables/_styles.py,method,CellStyleText,decorate,A,1,406,407
great_tables/_styles.py,method,CellStyleText,decorate,A,1,410,411
great_tables/_styles.py,method,CellStyleText,transform,A,1,414,415
great_tables/_styles.py,method,CellStyleText,transform,A,1,418,419
great_tables/_styles.py,method,CellStyleText,whitespace,A,1,422,423
great_tables/_styles.py,method,CellStyleText,whitespace,A,1,426,427
great_tables/_styles.py,method,CellStyleFill,_to_html_style,A,1,556,557
great_tables/quarto.py,function,,is_quarto_render,A,1,4,13
great_tables/_text.py,function,,_md_latex,A,1,76,79
great_tables/_text.py,function,,_process_text_id,A,1,97,98
great_tables/_text.py,function,,_html_escape,A,1,101,102
great_tables/_text.py,function,,_latex_escape,A,1,105,109
great_tables/_text.py,function,,escape_pattern_str_latex,A,1,112,115
great_tables/_text.py,method,BaseText,to_html,A,1,14,15
great_tables/_text.py,method,BaseText,to_latex,A,1,17,18
great_tables/_text.py,method,Text,to_html,A,1,27,28
great_tables/_text.py,method,Text,to_latex,A,1,30,31
great_tables/_text.py,method,Md,to_html,A,1,37,38
great_tables/_text.py,method,Md,to_latex,A,1,40,41
great_tables/_text.py,method,Html,to_latex,A,1,55,58
great_tables/_locale.py,function,,read_csv,A,1,11,13
great_tables/_locale.py,function,,_get_locales_data,A,1,99,102
great_tables/_locale.py,function,,_get_default_locales_data,A,1,105,107
great_tables/_locale.py,function,,_get_currencies_data,A,1,110,113
great_tables/_locale.py,function,,_get_flags_data,A,1,116,119
great_tables/_locale.py,function,,_get_durations_data,A,1,157,160
great_tables/gt.py,method,GT,__init__,A,1,343,360
great_tables/gt.py,method,GT,_repr_html_,A,1,449,464
great_tables/gt.py,method,GT,_render_formats,A,1,466,476
great_tables/gt.py,method,GT,render,A,1,508,516
great_tables/_utils_nanoplots.py,function,,_is_na,A,1,13,14
great_tables/_utils_nanoplots.py,function,,_gt_mean,A,1,253,258
great_tables/_utils_nanoplots.py,function,,_gt_min,A,1,261,265
great_tables/_utils_nanoplots.py,function,,_gt_max,A,1,268,272
great_tables/_utils_nanoplots.py,function,,_gt_first,A,1,287,291
great_tables/_utils_nanoplots.py,function,,_gt_last,A,1,294,298
great_tables/_utils_nanoplots.py,function,,_gt_quantile,A,1,301,307
great_tables/_utils_nanoplots.py,function,,_gt_q1,A,1,310,314
great_tables/_utils_nanoplots.py,function,,_gt_q3,A,1,317,321
great_tables/_utils_nanoplots.py,function,,_generate_nanoplot,A,1,537,538
great_tables/_utils_nanoplots.py,function,,_generate_nanoplot_impl,A,1,541,625
great_tables/_utils_nanoplots.py,function,,_resolve_nanoplot_scales_and_geometry,A,1,845,848
great_tables/_source_notes.py,function,,tab_source_note,A,1,11,54
great_tables/_export.py,function,,_create_temp_file_server,A,1,36,42
great_tables/_export.py,function,,as_latex,A,1,260,350
great_tables/_export.py,function,,_dump_debug_screenshot,A,1,576,582
great_tables/_heading.py,function,,tab_header,A,1,12,87
great_tables/_modify_rows.py,function,,row_group_order,A,1,25,28
great_tables/_modify_rows.py,function,,_remove_from_group_styles,A,1,43,45
great_tables/_modify_rows.py,function,,with_locale,A,1,114,164
great_tables/_modify_rows.py,function,,with_id,A,1,167,194
great_tables/_formats.py,function,,fmt_number,A,1,166,321
great_tables/_formats.py,function,,fmt_integer,A,1,395,515
great_tables/_formats.py,function,,fmt_scientific,A,1,585,734
great_tables/_formats.py,function,,fmt_engineering,A,1,804,1010
great_tables/_formats.py,function,,fmt_roman,A,1,1900,1965
great_tables/_formats.py,function,,fmt_date,A,1,3161,3267
great_tables/_formats.py,function,,fmt_time,A,1,3310,3405
great_tables/_formats.py,function,,fmt_datetime,A,1,3448,3585
great_tables/_formats.py,function,,fmt_markdown,A,1,3956,4020
great_tables/_formats.py,function,,fmt_units,A,1,4041,4189
great_tables/_formats.py,function,,_expand_exponential_to_full_string,A,1,4453,4456
great_tables/_formats.py,function,,_get_sci_parts,A,1,4488,4499
great_tables/_formats.py,function,,_has_negative_value,A,1,4576,4577
great_tables/_formats.py,function,,_has_positive_value,A,1,4580,4581
great_tables/_formats.py,function,,_has_zero_value,A,1,4584,4585
great_tables/_formats.py,function,,_replace_minus,A,1,4647,4658
great_tables/_formats.py,function,,_remove_minus,A,1,4842,4852
great_tables/_formats.py,function,,_round_rhu,A,1,5221,5245
great_tables/_formats.py,function,,_get_date_formats_dict,A,1,5298,5319
great_tables/_formats.py,function,,_get_time_formats_dict,A,1,5322,5331
great_tables/_formats.py,function,,_get_date_format,A,1,5334,5355
great_tables/_formats.py,function,,_get_time_format,A,1,5358,5379
great_tables/_formats.py,function,,_iso_str_to_time,A,1,5416,5426
great_tables/_formats.py,function,,_iso_str_to_datetime,A,1,5429,5439
great_tables/_formats.py,function,,_iso_str_to_date,A,1,5442,5452
great_tables/_formats.py,function,,fmt_icon,A,1,5732,5927
great_tables/_formats.py,function,,fmt_flag,A,1,6028,6144
great_tables/_formats.py,function,,fmt_by_context,A,1,6862,6876
great_tables/_formats.py,method,TfMap,get_color,A,1,3935,3935
great_tables/_formats.py,method,TfMap,get_color,A,1,3938,3938
great_tables/_formats.py,method,FmtImage,to_latex,A,1,5683,5690
great_tables/_formats.py,method,FmtImage,_get_image_uri,A,1,5697,5705
great_tables/_formats.py,method,FmtIcon,to_latex,A,1,6018,6025
great_tables/_formats.py,method,FmtFlag,to_latex,A,1,6209,6216
great_tables/_locations.py,function,,resolve,A,1,1155,1157
great_tables/_locations.py,function,,_,A,1,1173,1175
great_tables/_locations.py,function,,set_style,A,1,1326,1328
great_tables/_tab_create_modify.py,function,,_replace_fn,A,1,300,301
great_tables/_utils_render_html.py,function,,_get_footnote_mark_symbols,A,1,1397,1405
great_tables/_utils_render_html.py,function,,rtl_modern_unicode_charset,A,1,1653,1691
great_tables/_utils_render_html.py,function,,_get_spanners_matrix_height,A,1,1694,1715
great_tables/_render.py,function,,infer_render_env_defaults,A,1,42,44
great_tables/_body.py,function,,body_reassemble,A,1,11,14
great_tables/_utils_render_latex.py,function,,_not_implemented,A,1,29,30
great_tables/_utils_render_latex.py,function,,is_css_length_string,A,1,33,35
great_tables/_utils_render_latex.py,function,,is_number_without_units,A,1,38,40
great_tables/_utils_render_latex.py,function,,convert_to_pt,A,1,103,106
great_tables/_utils_render_latex.py,function,,latex_heading_row,A,1,109,110
great_tables/_tbl_data.py,function,,_raise_not_implemented,A,1,115,116
great_tables/_tbl_data.py,function,,_re_version,A,1,119,128
great_tables/_tbl_data.py,function,,copy_data,A,1,143,145
great_tables/_tbl_data.py,function,,_,A,1,149,150
great_tables/_tbl_data.py,function,,_,A,1,154,155
great_tables/_tbl_data.py,function,,_,A,1,159,162
great_tables/_tbl_data.py,function,,get_column_names,A,1,167,169
great_tables/_tbl_data.py,function,,_,A,1,173,174
great_tables/_tbl_data.py,function,,_,A,1,178,179
great_tables/_tbl_data.py,function,,_,A,1,183,184
great_tables/_tbl_data.py,function,,n_rows,A,1,191,193
great_tables/_tbl_data.py,function,,_,A,1,198,199
great_tables/_tbl_data.py,function,,_,A,1,203,204
great_tables/_tbl_data.py,function,,_get_cell,A,1,211,214
great_tables/_tbl_data.py,function,,_,A,1,241,242
great_tables/_tbl_data.py,function,,_set_cell,A,1,249,250
great_tables/_tbl_data.py,function,,_,A,1,254,258
great_tables/_tbl_data.py,function,,_,A,1,262,263
great_tables/_tbl_data.py,function,,_,A,1,267,275
great_tables/_tbl_data.py,function,,_get_column_dtype,A,1,282,284
great_tables/_tbl_data.py,function,,_,A,1,288,289
great_tables/_tbl_data.py,function,,reorder,A,1,296,298
great_tables/_tbl_data.py,function,,_,A,1,302,306
great_tables/_tbl_data.py,function,,_,A,1,310,311
great_tables/_tbl_data.py,function,,_,A,1,315,316
great_tables/_tbl_data.py,function,,group_splits,A,1,321,322
great_tables/_tbl_data.py,function,,eval_select,A,1,378,381
great_tables/_tbl_data.py,function,,create_empty_frame,A,1,504,506
great_tables/_tbl_data.py,function,,_,A,1,510,513
great_tables/_tbl_data.py,function,,_,A,1,517,520
great_tables/_tbl_data.py,function,,copy_frame,A,1,531,533
great_tables/_tbl_data.py,function,,_,A,1,537,538
great_tables/_tbl_data.py,function,,_,A,1,542,543
great_tables/_tbl_data.py,function,,cast_frame_to_string,A,1,557,559
great_tables/_tbl_data.py,function,,_,A,1,563,564
great_tables/_tbl_data.py,function,,replace_null_frame,A,1,600,602
great_tables/_tbl_data.py,function,,_,A,1,606,607
great_tables/_tbl_data.py,function,,to_list,A,1,632,633
great_tables/_tbl_data.py,function,,_,A,1,637,638
great_tables/_tbl_data.py,function,,_,A,1,642,643
great_tables/_tbl_data.py,function,,_,A,1,647,648
great_tables/_tbl_data.py,function,,_,A,1,652,653
great_tables/_tbl_data.py,function,,is_series,A,1,660,661
great_tables/_tbl_data.py,function,,_,A,1,665,666
great_tables/_tbl_data.py,function,,_,A,1,670,671
great_tables/_tbl_data.py,function,,_,A,1,675,676
great_tables/_tbl_data.py,function,,_,A,1,680,681
great_tables/_tbl_data.py,function,,eval_transform,A,1,688,689
great_tables/_tbl_data.py,function,,is_na,A,1,743,744
great_tables/_tbl_data.py,function,,_,A,1,748,751
great_tables/_tbl_data.py,function,,_,A,1,765,769
great_tables/_tbl_data.py,function,,validate_frame,A,1,773,779
great_tables/_tbl_data.py,function,,_,A,1,819,820
great_tables/_tbl_data.py,function,,_,A,1,866,867
great_tables/_tbl_data.py,function,,_,A,1,871,872
great_tables/_tbl_data.py,function,,_,A,1,876,879
great_tables/_tbl_data.py,function,,_,A,1,883,886
great_tables/_tbl_data.py,function,,eval_aggregate,A,1,893,911
great_tables/_tbl_data.py,function,,get_rows,A,1,952,954
great_tables/_tbl_data.py,function,,_,A,1,958,959
great_tables/_tbl_data.py,function,,_,A,1,963,964
great_tables/_tbl_data.py,function,,_,A,1,969,970
great_tables/shiny.py,function,,output_gt,A,1,32,34
great_tables/shiny.py,function,,render_gt,A,1,49,49
great_tables/shiny.py,function,,render_gt,A,1,53,53
great_tables/shiny.py,function,,render_gt,A,1,56,61
great_tables/_helpers.py,function,,px,A,1,155,177
great_tables/_helpers.py,function,,pct,A,1,180,204
great_tables/_helpers.py,function,,md,A,1,207,223
great_tables/_helpers.py,function,,html,A,1,226,243
great_tables/_helpers.py,function,,random_id,A,1,246,259
great_tables/_helpers.py,function,,letters,A,1,262,268
great_tables/_helpers.py,function,,LETTERS,A,1,271,277
great_tables/_helpers.py,function,,google_font,A,1,294,356
great_tables/_helpers.py,function,,system_fonts,A,1,370,586
great_tables/_helpers.py,function,,_intify_scaled_px,A,1,619,620
great_tables/_helpers.py,function,,_units_to_subscript,A,1,823,825
great_tables/_helpers.py,function,,_units_to_superscript,A,1,829,831
great_tables/_helpers.py,function,,_units_html_sub_super,A,1,835,841
great_tables/_helpers.py,function,,_format_units_symbol_content,A,1,845,846
great_tables/_helpers.py,function,,_escape_html_tags,A,1,901,906
great_tables/_helpers.py,method,GoogleFont,__repr__,A,1,284,285
great_tables/_helpers.py,method,GoogleFont,make_import_stmt,A,1,287,288
great_tables/_helpers.py,method,GoogleFont,get_font_name,A,1,290,291
great_tables/_helpers.py,method,GoogleFontImports,add,A,1,363,364
great_tables/_helpers.py,method,GoogleFontImports,to_css,A,1,366,367
great_tables/_helpers.py,method,UnitStr,__init__,A,1,732,733
great_tables/_helpers.py,method,UnitStr,__repr__,A,1,735,736
great_tables/_helpers.py,method,UnitStr,to_latex,A,1,748,749
great_tables/_helpers.py,method,UnitStr,_repr_html_,A,1,751,752
great_tables/_helpers.py,method,UnitStr,__len__,A,1,754,755
great_tables/_helpers.py,method,UnitDefinitionList,__repr__,A,1,788,789
great_tables/_helpers.py,method,UnitDefinitionList,__len__,A,1,791,792
great_tables/_helpers.py,method,UnitDefinitionList,__getitem__,A,1,794,795
great_tables/_helpers.py,method,UnitDefinitionList,_repr_html_,A,1,819,820
great_tables/_utils.py,function,,heading_has_title,A,1,31,32
great_tables/_utils.py,function,,heading_has_subtitle,A,1,35,36
great_tables/_utils.py,function,,_str_scalar_to_list,A,1,84,86
great_tables/_utils.py,function,,_collapse_list_elements,A,1,131,142
great_tables/_utils.py,function,,_insert_into_list,A,1,145,157
great_tables/_utils.py,function,,_str_replace,A,1,160,161
great_tables/_utils.py,function,,_str_detect,A,1,164,165
great_tables/_utils.py,function,,is_valid_http_schema,A,1,286,287
great_tables/_utils.py,method,OrderedSet,__init__,A,1,90,91
great_tables/_utils.py,method,OrderedSet,as_set,A,1,96,97
great_tables/_utils.py,method,OrderedSet,as_list,A,1,99,100
great_tables/_utils.py,method,OrderedSet,as_dict,A,1,102,103
great_tables/_utils.py,method,OrderedSet,__contains__,A,1,105,106
great_tables/_utils.py,method,OrderedSet,__iter__,A,1,108,109
great_tables/_utils.py,method,OrderedSet,__len__,A,1,111,112
great_tables/_utils.py,method,OrderedSet,__repr__,A,1,114,117
great_tables/_data_color/palettes.py,function,,rgb_to_hex,A,1,17,18
great_tables/_data_color/palettes.py,method,CoeffSequence,__init__,A,1,50,51
great_tables/_data_color/palettes.py,method,CoeffSequenceBisector,lookup,A,1,71,73
great_tables/_data_color/palettes.py,method,GradientPalette,_interpolate,A,1,180,182
great_tables/_data_color/base.py,function,,_get_wcag_contrast_ratio,A,1,397,425
great_tables/_data_color/base.py,function,,_color_name_list,A,1,607,608
great_tables/_data_color/base.py,function,,_is_short_hex,A,1,611,615
great_tables/data/__init__.py,function,,_read_csv_pandas,A,1,8,12
great_tables/data/__init__.py,method,_BackendNamespace,__init__,A,1,1430,1432
great_tables/data/__init__.py,method,_BackendNamespace,__dir__,A,1,1448,1449
great_tables/_gt_data.py,method,GTData,from_data,A,2,266,309
great_tables/_gt_data.py,method,_Sequence,__eq__,A,2,343,344
great_tables/_gt_data.py,method,ColInfo,__post_init__,A,2,422,424
great_tables/_gt_data.py,method,ColInfo,defaulted_align,A,2,442,443
great_tables/_gt_data.py,method,Boxhead,_get_columns,A,2,594,595
great_tables/_gt_data.py,method,Boxhead,_get_column_labels,A,2,598,599
great_tables/_gt_data.py,method,Boxhead,_get_column_widths,A,2,620,621
great_tables/_gt_data.py,method,Stub,group_ids,A,2,784,785
great_tables/_gt_data.py,method,Stub,reorder_rows,A,2,787,790
great_tables/_gt_data.py,method,GroupRowInfo,defaulted_label,A,2,925,928
great_tables/_gt_data.py,method,Spanners,from_ids,A,2,1017,1020
great_tables/_gt_data.py,method,Spanners,remove_column,A,2,1050,1051
great_tables/_gt_data.py,method,SummaryRows,__init__,A,2,1230,1239
great_tables/_gt_data.py,method,SummaryRows,define,A,2,1257,1264
great_tables/_gt_data.py,method,OptionsInfo,_validate_bool_value,A,2,1390,1393
great_tables/_gt_data.py,method,OptionsInfo,_validate_scalar_value,A,2,1395,1398
great_tables/_gt_data.py,method,OptionsInfo,_validate_values_value,A,2,1400,1403
great_tables/_gt_data.py,method,OptionsInfo,_validate_string_value,A,2,1405,1408
great_tables/_gt_data.py,method,Options,_get_all_options_keys,A,2,1688,1689
great_tables/_options.py,function,,opt_footnote_marks,A,2,586,632
great_tables/_formats_vals.py,function,,_upgrade_to_list,A,2,56,59
great_tables/_formats_vals.py,function,,val_fmt_integer,A,2,224,323
great_tables/_formats_vals.py,function,,wrapper,A,2,39,48
great_tables/_utils_selenium.py,method,_ChromeWebDriver,add_arguments,A,2,42,45
great_tables/_utils_selenium.py,method,_FirefoxWebDriver,add_arguments,A,2,57,60
great_tables/_substitution.py,function,,sub_large_vals,A,2,287,376
great_tables/_substitution.py,method,SubMissing,__post_init__,A,2,163,166
great_tables/_substitution.py,method,SubMissing,to_html,A,2,168,172
great_tables/_substitution.py,method,SubZero,to_html,A,2,179,183
great_tables/_substitution.py,method,SubLargeVals,_format_text,A,2,542,550
great_tables/_substitution.py,method,SubValues,to_html,A,2,560,564
great_tables/_databackend.py,method,AbstractBackend,__init_subclass__,A,2,35,37
great_tables/gt.py,function,,_get_column_labels,A,2,618,621
great_tables/gt.py,function,,_get_column_of_values,A,2,624,634
great_tables/gt.py,method,GT,_build_data,A,2,478,506
great_tables/_utils_nanoplots.py,function,,_map_is_na,A,2,17,20
great_tables/_utils_nanoplots.py,function,,_val_is_numeric,A,2,23,32
great_tables/_utils_nanoplots.py,function,,_val_is_str,A,2,35,44
great_tables/_utils_nanoplots.py,function,,_any_na_in_list,A,2,62,67
great_tables/_utils_nanoplots.py,function,,_check_any_na_in_list,A,2,70,76
great_tables/_utils_nanoplots.py,function,,_gt_median,A,2,275,284
great_tables/_utils_nanoplots.py,function,,_jitter_vals,A,2,410,415
great_tables/_utils_nanoplots.py,function,,_generate_nanoplot_impl,A,2,630,775
great_tables/_utils_nanoplots.py,function,,_build_nanoplot_svg_style,A,2,1299,1310
great_tables/_spanners.py,method,SpannerTransformer,split_columns,A,2,317,322
great_tables/_export.py,function,,write_raw_html,A,2,585,628
great_tables/_render_checks.py,function,,_render_check,A,2,11,13
great_tables/_formats.py,function,,fmt_percent,A,2,1066,1229
great_tables/_formats.py,function,,fmt_currency,A,2,1620,1805
great_tables/_formats.py,function,,_validate_duration_style,A,2,2712,2716
great_tables/_formats.py,function,,fmt_tf,A,2,3641,3776
great_tables/_formats.py,function,,_context_minus_mark,A,2,4620,4626
great_tables/_formats.py,function,,_context_percent_mark,A,2,4629,4635
great_tables/_formats.py,function,,_context_dollar_mark,A,2,4638,4644
great_tables/_formats.py,function,,_format_engineering_parts,A,2,4742,4783
great_tables/_formats.py,function,,_get_currency_str,A,2,5074,5103
great_tables/_formats.py,function,,_validate_case,A,2,5284,5295
great_tables/_formats.py,function,,_validate_date_style,A,2,5382,5396
great_tables/_formats.py,function,,_validate_time_style,A,2,5399,5413
great_tables/_formats.py,function,,_validate_date_obj,A,2,5455,5469
great_tables/_formats.py,function,,_validate_time_obj,A,2,5472,5486
great_tables/_formats.py,function,,_validate_datetime_obj,A,2,5489,5503
great_tables/_formats.py,function,,_is_scalar_nanoplot_column,A,2,6599,6603
great_tables/_formats.py,function,,_get_nanoplot_values,A,2,6606,6614
great_tables/_formats.py,function,,_resolve_nanoplot_options,A,2,6617,6623
great_tables/_formats.py,method,FmtImage,_apply_pattern,A,2,5693,5694
great_tables/_formats.py,method,FmtIcon,_split_icons,A,2,5961,5965
great_tables/_formats.py,method,FmtIcon,_resolve_height,A,2,5967,5971
great_tables/_formats.py,method,FmtIcon,_resolve_fill_color,A,2,5982,5986
great_tables/_formats.py,method,FmtFlag,_replace_flag_svg,A,2,6219,6235
great_tables/_locations.py,function,,resolve_cols_c,A,2,942,959
great_tables/_locations.py,function,,_,A,2,1179,1183
great_tables/_locations.py,function,,_,A,2,1222,1226
great_tables/_tab_create_modify.py,function,,text_replace,A,2,234,303
great_tables/_tab_create_modify.py,function,,text_case_when,A,2,410,493
great_tables/_utils_render_html.py,function,,_is_loc,A,2,108,112
great_tables/_utils_render_html.py,function,,_create_footnote_mark_html,A,2,1483,1490
great_tables/_utils_render_latex.py,function,,get_units_from_length_string,A,2,58,67
great_tables/_utils_render_latex.py,function,,convert_to_px,A,2,84,100
great_tables/_utils_render_latex.py,function,,_append_summary_rows_l,A,2,113,126
great_tables/_utils_render_latex.py,function,,_append_group_header_row_l,A,2,165,189
great_tables/_utils_render_latex.py,function,,create_table_end_l,A,2,680,700
great_tables/_utils_render_latex.py,function,,create_wrap_end_l,A,2,771,774
great_tables/_tbl_data.py,function,,_,A,2,218,227
great_tables/_tbl_data.py,function,,_,A,2,231,237
great_tables/_tbl_data.py,function,,_,A,2,326,328
great_tables/_tbl_data.py,function,,_,A,2,332,344
great_tables/_tbl_data.py,function,,_,A,2,348,358
great_tables/_tbl_data.py,function,,_,A,2,524,527
great_tables/_tbl_data.py,function,,_,A,2,547,550
great_tables/_tbl_data.py,function,,_,A,2,590,593
great_tables/_tbl_data.py,function,,_,A,2,611,615
